GB1537;ПРЯЖКА СО СТРАЗАМИ ДЛЯ РЕМНЯ «MICRON»;90;70;Пряжка;953
GB1124;ПРЯЖКА СО СТРАЗАМИ ДЕКОРАТИВНАЯ «MICRON»;55;14;Пряжка;72
GB1223;ПРЯЖКА СО СТРАЗАМИ «MICRON»;33;25;Пряжка;327
GB1215;ПРЯЖКА «MICRON»;37;25;Пряжка;158
51306;ПРЯЖКА СО СТРАЗАМИ «СВАРОВСКИ»;35;25;Пряжка;272
GB1202;ПРЯЖКА СО СТРАЗАМИ КВАДРАТ «MICRON»;40;40;Пряжка;166
GB1201;ПРЯЖКА СО СТРАЗАМИ КВАДРАТ «MICRON»;45;45;Пряжка;192
51301;ПРЯЖКА СО СТРАЗАМИ «СВАРОВСКИ»;16;16;Пряжка;401
GB1552;ПРЯЖКА «MICRON»;35;35;Пряжка;131
GB1590;ПРЯЖКА СО СТРАЗАМИ «MICRON»;47;47;Пряжка;313
MP005;ПРЯЖКА «MICRON»;36;25;Пряжка;74
GB1293;ПРЯЖКА ДЛЯ МУЖСКОГО РЕМНЯ «MICRON»;35;55;Пряжка;132
MP008;ПРЯЖКА «MICRON»;30;30;Пряжка;79
GB1288;ПРЯЖКА ДЛЯ МУЖСКОГО РЕМНЯ «MICRON»;80;42;Пряжка;534
MP003;ПРЯЖКА «MICRON»;18;18;Пряжка;51
GB1535;ПРЯЖКА ДЛЯ РЕМНЯ «MICRON»;141;99;Пряжка;540
51305;ПРЯЖКА СО СТРАЗАМИ «СВАРОВСКИ»;26;18;Пряжка;349
ЦВ1;ЦЕПОЧКА-ВЕШАЛКА УСИЛЕННАЯ;80;11;Фурнитура для одежды;64
PK-03;ФУРНИТУРА ПЛАСТИК «MICRON»;160;63;Фурнитура для одежды;22
8341;Auchan;75;30;Нашивка;5.4
64120;Пуговица джинсовая;20;20;Пуговица круглая;1.7
CB1-01;CB1-01 Текстильные застежки СК;60;20;Застежка;17
CB1-02;CB1-02 Текстильные застежки СК черный;75;6;Застежка;16
CB1-03;CB1-03 Текстильные застежки СК черный;70;20;Застежка;22
CB1-04;CB1-04 Текстильные застежки СК;10;8;Застежка;16
GB-1161;"Булавка декоративная ""Micron""";10;5;Булавка;134
GH-1001;"""Micron"" GH 1001 Застёжка";50;20;Застежка;808
GH-1004;"""Micron"" GH 1004 Застёжка";60;20;Застежка;525
GH-1005;"""Micron"" GH 1005 Застёжка";28;16;Застежка;317
GH-1007;"""Micron"" GH 1007 Застёжка СК";60;18;Застежка;364
GH-1008;"""Micron"" GH 1008 Застёжка СК";50;35;Застежка;844
GH-1009;"""Micron"" GH 1009 Застёжка";46;12;Застежка;278
GH-1010;"""Micron"" GH 1010 Застёжка СК";55;20;Застежка;355
GH-1012;"""Micron"" GH 1012 Застёжка";37;22;Застежка;1258
GH-1013;"""Micron"" GH 1013 Застёжка";50;46;Застежка;610
GH-1014;"""Micron"" GH 1014 Застёжка СК";57;25;Застежка;1494
GH-1015;"""Micron"" GH 1015 Застёжка СК";55;30;Застежка;1653
GH-1016;"""Micron"" GH 1016 Застёжка СК";50;33;Застежка;1650
GH-1017;"""Micron"" GH 1017 Застёжка СК";75;35;Застежка;994
GH-1018;"""Micron"" GH 1018 Застёжка";48;15;Застежка;220
GH-1020;"""Micron"" GH 1020 Застёжка";20;10;Застежка;101
GH-1021;"""Micron"" GH 1021 Застёжка";32;16;Застежка;116
GH-1023;"""Micron"" GH 1023 Застёжка СК";36;16;Застежка;295
GH-1026;"""Micron"" GH 1026 Застёжка";35;15;Застежка;90
GH-1027;"""Micron"" GH 1027 Застёжка СК";34;20;Застежка;82
GH-1028;"""Micron"" GH 1028 Булавка декоративная СК";63;16;Булавка;367
GH-1029;"""Micron"" GH 1029 Булавка декоративная СК";63;16;Булавка;561
GH-1030;"""Micron"" GH 1030 Булавка декоративная СК";46;14;Булавка;277
GH-1031;"""Micron"" GH 1031 Застёжка";42;13;Застежка;217
GH-1033;"""Micron"" GH 1033 Застёжка";22;11;Застежка;93
GH-1035;"""Micron"" GH 1035 Булавка декоративная СК";40;40;Булавка;284
GH-1036;"""Micron"" GH 1036 Булавка декоративная СК";50;30;Булавка;119
GH-1037;"Micron"" GH 1037 Булавка декоративная СК";33;33;Булавка;117
GH-1038;"""Micron"" GH 1038 Булавка декоративная СК";32;35;Булавка;180
GH-1039;"""Micron"" GH 1039 Булавка декоративная СК";30;25;Булавка;104
GH-1047;"""Micron"" GH 1047 Застёжка";40;30;Застежка;445
GH-1048;"""Micron"" GH 1048 Застёжка";70;30;Застежка;279
GH-1049;"""Micron"" GH 1049 Застежка";45;10;Застежка;163
GH-1051;"""Micron"" GH 1051 Застёжка";50;30;Застежка;324
GH-1055;"""Micron"" GH 1055 Застёжка";35;10;Застежка;155
GH-1060;"""Micron"" GH 1060 Застёжка";35;15;Застежка;375
GH-1061;"""Micron"" GH 1061 Застёжка СК";40;20;Застежка;236
GH-1063;"""Micron"" GH 1063 Булавка декоративная";39;10;Булавка;251
GH-1065;"""Micron"" GH 1065 Булавка декоративная";39;21;Булавка;403
GH-1066;"""Micron"" GH 1066 Булавка декоративная";47;15;Булавка;508
GH-1070;"""Micron"" GH 1070 Застёжка";68;46;Застежка;293
GH-1072;"""Micron"" GH 1072 Застёжка";18;59;Застежка;173
GH-1073;"""Micron"" GH 1073 Застёжка";35;27;Застежка;173
ZBG-1;ZBG Застёжки для бабочек и галстуков;18;18;Застежка;10
FER-11;"""Zlatka"" FER-11 Декоративная цепочка для сумки 120х0.5 см";120;5;Цепочка декоративная;138
MI-06;"Цепочка декоративная ""Micron""";3;3;Цепочка декоративная;0.79
MI-07;"Цепочка декоративная ""Micron""";2;2;Цепочка декоративная;0.95
MI-16;"Цепочка декоративная ""Micron""";2;2;Цепочка декоративная;0.71
MI-15;"Цепочка декоративная ""Micron""";4;6;Цепочка декоративная;1
FER-12;"""Zlatka"" FER-12 Декоративная цепочка для сумки 40х0.5 см";40;5;Цепочка декоративная;98
MI-02;"Цепочка декоративная ""Micron""";2;2;Цепочка декоративная;0.58
MI-09;"Цепочка декоративная ""Micron""";4;3;Цепочка декоративная;1.21
MI-20;"Цепочка декоративная ""Micron""";4;5;Цепочка декоративная;0.99
MI-24;"Цепочка декоративная ""Micron"" под серебро";11;6;Цепочка декоративная;1.15
ARS-4;"""Ars Hobby"" Цепочка металлическая, размер 5x2x0.5 мм, упаковка 1 м, цвет свинцовый черный СК";2;0.5;Цепочка декоративная;97
ARS-5;"""Ars Hobby"" Цепочка металлическая, размер 5x2x0.5 мм, упаковка 1 м, цвет серебро СК";2;0.5;Цепочка декоративная;97
340A-054;"""Beadalon"" Цепочка металлическая DBL диаметр 2,0 мм, упаковка 1 м, цвет золото СК";2;2;Цепочка декоративная;711
HOL-01;Хольнитены 33.5 ФАСОВКА d 9 мм 10 шт;9;9;Хольнитены;33
HOL-02;Хольнитены 33 ФАСОВКА d 7 мм 10 шт;7;7;Хольнитены;32
HOL-04;Хольнитены 0 ФАСОВКА d 6 мм 10 шт ТУ;6;6;Хольнитены;32
STTR-1;СТРАЗА 1000шт;10;10;Стразы;1605
STTR-2;Стразы 9 мм 150 гр;9;9;Стразы;962
STTR-3;СТРАЗА 20SS 720шт;13;13;Стразы;1506
STTR-4;СТРАЗА 34SS АВ 288ШТ ДМС;10;5;Стразы;1307
STTR-5;СТРАЗЫ СВАРОВСКИ 16ММ КРИСТ .ПРИШ.;16;5;Стразы;5217
STTR-6;СТРАЗА 10ММ КРИСТАЛ;10;5;Стразы;1605
STTR-7;СТРАЗА 12ММ КРИСТАЛ;12;5;Стразы;1705
STTR-8;"СТРАЗА ""ЕЖЕВИКА"" 25ММ";25;15;Стразы;638
STTR-9;СТРАЗА 18ММ КРУГ 250ШТ/УП;18;10;Стразы;673
STTR-10;СТРАЗА 13Х18 КАПЛЯ;13;18;Стразы;531
STTR-11;СТРАЗА 8Х13 КАПЛЯ;8;13;Стразы;796
STTR-12;СТРАЗА 14Х14;14;14;Стразы;531
STTR-13;СТРАЗА 10ММ КРУГ;10;10;Стразы;796
STTR-14;СТРАЗА 14ММ КРГУ;14;14;Стразы;700
STTR-15;СТРАЗА 14ММ;14;14;Стразы;825
STTR-16;СТРАЗА 15ММ КРГУ;15;15;Стразы;2121
STTR-17;СТРАЗА 25ММ КОЛЬЦО;25;20;Стразы;383
STTR-18;СТРАЗА 30ММ;30;30;Стразы;690
STTR-19;СТРАЗА В МЕТ. КАПЛЯ;13;18;Стразы;829
STTR-20;"СТРАЗА ""КАПЛЯ"" 10*14";10;15;Стразы;712
STTR-21;"СТРАЗА ""КАПЛЯ"" 10*14 КРАСНАЯ";10;14;Стразы;750
STTR-22;СТРАЗА 10ММ В МЕТАЛЛЕ;10;12;Стразы;350
STTR-23;"СТРАЗА ""ЛИСТ"" 7*15";7;15;Стразы;1184
STTR-24;"СТРАЗА ""ЛИСТ"" 6*10";6;10;Стразы;1186
STTR-25;СТРАЗА 7-8ММ ПРИШИВНАЯ В ЦАПАХ;7;8;Стразы;354
STTR-26;СТРАЗА 16SS КРИСТАЛЛ 1440ШТ АСФОР;16;10;Стразы;1614
STTR-27;СТРАЗА 34SS АВ 288ШТ ДМС;10;10;Стразы;711
STTR-28;СТРАЗА 30SS ЦВЕТНЫЕ 288ШТ ДМС;13;13;Стразы;684
STTR-29;СТРАЗА 20SS КРИСТАЛЛ 1440ШТ AСФОР;20;20;Стразы;2576
STTR-30;СТРАЗА 10SS ЦВЕТНЫЕ 1440ШТ/УП AСФОР;10;10;Стразы;1514
STTR-31;СТРАЗА 16SS КРИСТАЛЛ 1440ШТ ДМС;16;16;Стразы;998
STTR-32;СТРАЗА 16SS КРИСТАЛЛ 1440ШТ ДМС;16;16;Стразы;1100
STTR-33;"СТРАЗА ASF ""КРИСТАЛЛ"" 51ММ";50;35;Стразы;1580
DB3360;"Концевики ""Micron"" DB 3360 цветные";3;13;Концевик;19
DB4400;"Концевики ""Micron"" DB 4400 цветные";3;15;Концевик;19
A2266;"Концевики ""Micron"" A 2266";4;20;Концевик;11
GB1298;"Концевики ""Micron"" GB 1298 декоративные";3;5;Концевик;41
GB1608;"Концевики ""Micron"" GB 1608 декоративные";2;7;Концевик;70
GB1611;"Концевики ""Micron"" GB 1611 декоративные";5;11;Концевик;99
GB1212;"Концевики ""Micron"" GB 1212 декоративные СК";3;7;Концевик;54
GB1211;"Концевики ""Micron"" GB 1211 декоративные СК";5;12;Концевик;60
GB1260;"Концевики ""Micron"" GB 1260 декоративные";2;7;Концевик;91
GB1610;"Концевики ""Micron"" GB 1610 декоративные СК";6;12;Концевик;59
GB1148;"Концевики ""Micron"" GB 1148 декоративные СК";4;8;Концевик;38
GB1264;"Концевики ""Micron"" GB 1264 декоративные";7;15;Концевик;100
GB1267;"Концевики ""Micron"" GB 1267 декоративные";7;11;Концевик;97
GB1183;"Концевики ""Micron"" GB 1183 декоративные СК";2;6;Концевик;42
GB1613;"Концевики ""Micron"" GB 1613 декоративные";4;13;Концевик;116
GB1268;"Концевики ""Micron"" GB 1268 декоративные";3;6;Концевик;115
GB1182;"Концевики ""Micron"" GB 1182 декоративные СК";3;8;Концевик;36
GB1609;"Концевики ""Micron"" GB 1609 декоративные";5;13;Концевик;127
GB1140;"Концевики ""Micron"" GB 1140 декоративные СК";1;12;Концевик;15
GB1295;"Концевики ""Micron"" GB 1295 декоративные СК";2;6;Концевик;39
GB1297;"Концевики ""Micron"" GB 1297 декоративные СК";7;15;Концевик;38
27106Н;Концевики 27106 Н;11;18;Концевик;3
A1186;"Зажимы ""Micron"" A 1186";4;20;Зажимы;14
A5562;"Зажимы ""Micron"" A 5562";3;14;Зажимы;14
A1152;"Зажимы ""Micron"" A 1152 цветные";5;20;Зажимы;31
A1182;"Зажимы ""Micron"" A 1186 цветные";4;20;Зажимы;31
DA5552;"Зажимы ""Micron"" DA 5552";3;24;Зажимы;14
A2260;"Зажимы ""Micron"" A 2260";5;18;Зажимы;14
A1153;"Зажимы ""Micron"" A 1152";5;20;Зажимы;14
A5563;"Зажимы ""Micron"" A 5562 цветные";3;14;Зажимы;31
A1198;"Зажимы ""Micron"" A 1198";4;22;Зажимы;14
A1199;"Зажимы ""Micron"" A 1198 цветные";4;22;Зажимы;31
A1176;"Зажимы ""Micron"" A 1176";4;22;Зажимы;14
DA5553;"Зажимы ""Micron"" DA 5552 цветные";3;24;Зажимы;31
A1177;"Зажимы ""Micron"" A 1176 цветные";4;22;Зажимы;31
GB1266;"Зажимы ""Micron"" GB 1266 со стразами для двух шнуров";2;20;Зажимы;98
GB1262;"Зажимы ""Micron"" GB 1262 со стразами";3;10;Зажимы;146
A1193;"Зажимы ""Micron"" A 1193";4;22;Зажимы;45
A1194;"Зажимы ""Micron"" A 1193 цветные";4;22;Зажимы;31
A2288;"Зажимы ""Micron"" A 2288 цветные СК";3;18;Зажимы;31
GB1261;"Зажимы ""Micron"" GB 1261 со стразами";3;7;Зажимы;122
GB1265;"Зажимы ""Micron"" GB 1265 со стразами для двух шнуров";3;7;Зажимы;160
A5560;"Зажимы ""Micron"" A 5560";4;22;Зажимы;14
A5561;"Зажимы ""Micron"" A 5560 цветные СК";1;14;Зажимы;31
GB1263;"Зажимы ""Micron"" GB 1263 со стразами";2;2;Зажимы;117
27001СБ;Зажимы 27001 СБ;3;10;Зажимы;4
A2289;"Зажимы ""Micron"" A 2288";4;22;Зажимы;14
MK-04;"Фурнитура металл MK-04 Кольцо цв. ""Micron"" d внутр. 13.2 мм";1;13;Кольцо;6
MK-09;"Фурнитура металл MK-09 Кольцо ""Micron"" d внутр. 15 мм СК под серебро";1;15;Кольцо;5
GB1210;"Фурнитура со стразами ""Micron"" GB 1210 Кольцо d 25 мм СК";1;14;Кольцо;112
MK-01;"Фурнитура металл MK-01 Кольцо ""Micron"" d внутр. 22 мм";1;22;Кольцо;6
MK-05;"Фурнитура металл MK-05 Кольцо ""Micron"" d внутр. 9.6 мм";1;9;Кольцо;5
MK-041;"Фурнитура металл MK-04 Кольцо ""Micron"" d внутр. 13.2 мм";1;13;Кольцо;5
MK-051;"Фурнитура металл MK-05 Кольцо цв. ""Micron"" d внутр. 9.6 мм";1;9;Кольцо;5
MK-06;"Фурнитура металл MK-06 Кольцо ""Micron"" d внутр. 6.8 мм";1;6;Кольцо;5
MK-061;"Фурнитура металл MK-06 Кольцо цв. ""Micron"" d внутр. 6.8 мм";1;7;Кольцо;5
MK-03;"Фурнитура металл MK-03 Кольцо ""Micron"" d внутр. 18 мм";1;18;Кольцо;6
MK-01;"Фурнитура металл MK-01 Кольцо цв. ""Micron"" d внутр. 22 мм";1;18;Кольцо;7
GB1137;"Фурнитура со стразами ""Micron"" GB 1137 Кольцо d 25 мм СК";1;25;Кольцо;22
MK-02;"Фурнитура металл MK-02 Кольцо ""Micron"" d внутр. 18 мм";1;18;Кольцо;6
MK-031;"Фурнитура металл MK-03 Кольцо цв. ""Micron"" d внутр. 18 мм";1;19;Кольцо;6
MK-021;"Фурнитура металл MK-02 Кольцо цв. ""Micron"" d внутр. 18 мм";1;18;Кольцо;6
MK-07;"Фурнитура металл MK-07 Кольцо цв. ""Micron"" d внутр. 5.8 мм";1;6;Кольцо;4
GB1112;"Фурнитура металл GB 1112 Кольцо ""Micron"" d внутр. 60 мм СК";1;60;Кольцо;210
GB1209;"Фурнитура со стразами ""Micron"" GB 1209 Кольцо d 30 мм СК";1;30;Кольцо;112
MP045;"""Micron"" MP 045 Кольцо d 40 мм СК";1;40;Кольцо;81
GB1207;"Фурнитура со стразами ""Micron"" GB 1207 Кольцо d 40 мм СК";1;40;Кольцо;153
GB1205;"Фурнитура со стразами ""Micron"" GB 1205 Кольцо d 50 мм СК";1;50;Кольцо;159
MK-053;"Фурнитура металл MK-05 Кольцо цв. ""ассорти"" ""Micron"" d внутр. 9.6 мм 75 шт голубой/зеленый/розовый";1;10;Кольцо;147
MK-063;"Фурнитура металл MK-06 Кольцо цв. ""ассорти"" ""Micron"" d внутр. 6.8 мм 75 шт голубой/зеленый/розовый";1;7;Кольцо;140
B-10;"Бретели для бюстгальтеров ""Gamma"" B-10 в блистере 10 мм прозрачный";5;10;Застежка;107
ZB25-13;"Застежки для бюстгальтеров ""TORIONI"" ZB25-13 25 мм СК";5;25;Застежка;8
ZP-13;"Застежки для бюстгальтеров ""TORIONI"" ZP-13 ч/б 13 мм";5;13;Застежка;8
ZP-11;"Застежки для бюстгальтеров ""TORIONI"" ZP-11 цветные 11 мм";5;11;Застежка;8
ZP-111;"Застежки для бюстгальтеров ""TORIONI"" ZP-11 ч/б 11 мм";5;11;Застежка;8
RP01-10;"Фурнитура для бюстгальтеров ""TORIONI"" RP01-10 регулятор ленты цветные d 10 мм";5;10;Фурнитура для бюстгальтеров;3
ZP-09;"Застежки для бюстгальтеров ""TORIONI"" ZP-09 ч/б 9 мм";5;9;Застежка;8
ZP-091;"Застежки для бюстгальтеров ""TORIONI"" ZP-03 пластик 15 мм";5;15;Застежка;10
RP01-18;"Фурнитура для бюстгальтеров ""TORIONI"" RP01-18 регулятор ленты ч/б d 18 мм";5;18;Фурнитура для бюстгальтеров;3
ZP-112;"Застежки для бюстгальтеров ""TORIONI"" ZP-11 цветные 11 мм";5;11;Застежка;8
ZP-092;"Застежки для бюстгальтеров ""TORIONI"" ZP-09 9 мм прозрачный";5;9;Застежка;10
RP02-10;"Фурнитура для бюстгальтеров ""TORIONI"" RP02-10 регулятор ленты цветные d 10 мм";5;10;Фурнитура для бюстгальтеров;3
ZP-01;"Застежки для бюстгальтеров ""TORIONI"" ZP-01 пластик 20 мм";5;20;Застежка;20
RP02-101;"Фурнитура для бюстгальтеров ""TORIONI"" RP02-10 регулятор ленты ч/б d 10 мм";5;10;Фурнитура для бюстгальтеров;3
ZP-114;"Застежки для бюстгальтеров ""TORIONI"" ZP-11 11 мм СК прозрачный";5;10;Застежка;11
ZP-02;"Застежки для бюстгальтеров ""TORIONI"" ZP-02 пластик 9 мм";5;9;Застежка;9
BR-1020;"Бретели для бюстгальтеров ""Gamma"" BR-1020 в блистере 10 мм СК";5;10;Бретели;62
BR-1015;"Бретели для бюстгальтеров ""Gamma"" BR-1015 в блистере 10 мм СК";5;10;Бретели;62
BR-1018;"Бретели для бюстгальтеров ""Gamma"" BR-1018 в блистере 10 мм СК";5;10;Бретели;43
BR-1025;"Бретели для бюстгальтеров ""Gamma"" BR-1025 в блистере 10 мм СК";5;10;Бретели;62
ZP-04;"Застежки для бюстгальтеров ""TORIONI"" ZP-04 пластик 18 мм";5;18;Застежка;17
BR-1038;"Бретели для бюстгальтеров ""Gamma"" BR-1038 в блистере 10 мм СК";5;10;Бретели;62
ZP-133;"Застежки для бюстгальтеров ""TORIONI"" ZP-13 ч/б 13 мм";5;13;Застежка;8
B-15;"Бретели для бюстгальтеров ""Gamma"" B-15 15 мм прозрачный";5;15;Бретели;78
BR-1023 ;"Бретели для бюстгальтеров ""Gamma"" BR-1023 в блистере 10 мм СК";5;10;Бретели;25
